x1,x2,y
1.56122000742074,-3.837469431384008,-2.2766626934147878
6.224407595130682,-0.6410727785947508,5.600863303582275
2.6011320899906902,-1.1832138695682186,1.4055482700191544
-9.551424076171424,-0.5417450924751854,-9.99938727006973
0.0009287487772819958,-5.408400443319355,-5.420695206322722
-6.146653038887287,6.421813223889679,0.19786065320738877
2.073492843701457,7.474261285587765,9.499156028430003
7.965928626440611,-6.383870232327407,1.5761890417484783
-9.04694890695669,2.129018243399104,-6.820308359154138
8.041045863863253,8.248102355558643,16.383521021557463
4.108450767091581,0.519183732477428,4.560838299237123
-5.446785085945514,-0.013851280555618573,-5.517193668726879
-5.137180658453085,-7.725195721829355,-12.857001414143166
8.156062932566488,0.40001774522848166,8.47961795286541
0.1832869284016745,-4.504838478534731,-4.267217829759594
5.510750264468038,0.4107670683885196,5.9462323392016145
4.115492962116033,-5.002394456262714,-0.8341329979639718
-9.686562527246208,3.244111966680263,-6.426702511463018
3.431191156022022,-0.5720098752513678,2.8878082415044957
7.383828188802745,8.18205938732077,15.602111613950918
7.761832083640364,-6.349133738111059,1.4198294909391782
7.979383724658355,3.003939397133843,10.949833524848907
3.493728193009284,-7.198011483372713,-3.6985670515838835
-3.7646697575861854,5.645442778313107,1.8237483586961976
6.425096645657259,-6.364872145513942,0.14988432782517136
-1.5427099348186992,-0.4960467790337546,-1.9424340640172004
0.8244867058800072,-3.741784012286569,-2.8412324057427214
-6.80208868269184,-2.9727425711966475,-9.682784616651501
4.856939527054919,1.0306084011220324,5.950209014765109
4.224431270309948,-8.189939636573687,-3.9922359072733635
9.374185426785374,2.7293521916130707,12.031445144777782
1.7725046960222706,-4.473072983453776,-2.7323827577071333
3.1146052011050145,-5.715408525174997,-2.6606674578978007
-6.087622403999157,-5.673729285525376,-11.691345886567136
4.543315885680432,3.412161006831072,7.91973445622758
2.033724512966618,6.833326241561203,8.839317710211471
-7.092888578102996,-2.5388881281643965,-9.670117689296806
9.32229512839206,-9.87931902454644,-0.6421845773299275
7.761626673649825,-1.9092540617215192,5.806298504519581
0.0021765666342474788,6.655465051605304,6.723157434984993
-1.3677343998206553,2.9238192527058597,1.5404996898219145
3.7513870768443773,-2.121178386013918,1.5855839937140679
5.049814678970261,-5.687299857226642,-0.6066890944158366
1.8231950566566617,1.3622364226330888,3.2791103796223933
3.3955499915447227,4.336320681982125,7.69587811184123
3.1832584927186183,1.665587802478397,4.7634178239214995
3.6839381408192455,8.867108635050151,12.582882551165373
4.383416231293653,0.8322913566453778,5.246313914657762
8.237625060396404,4.55891699998741,12.873715829952209
-9.30487268811863,-6.638245065367556,-15.98727627575002
6.24493177369078,-9.963441772131109,-3.7041130043063704
6.694813842087115,-1.256878955586437,5.388355419999145
8.68193099689201,5.751593570004568,14.531533745768193
-0.7054005373024186,-6.780420671862,-7.419973953807806
-9.494645618238417,-7.453595421149326,-16.9858338901683
1.8809065864347154,3.7160881819488125,5.674517445985764
-4.587249328179768,0.6109178030884603,-3.8876847548581623
-6.49713972531414,2.2702419786020016,-4.305322537076275
-1.9260264563520746,8.530668447384869,6.589240275450376
6.957818431866986,-3.9609026277551678,2.9069298359563716
3.3285623876381933,-3.52929644396019,-0.16281347503081994
-2.9326907456056013,-7.402178538116986,-10.326552354619194
8.527058232325636,6.245847670006846,14.841993282380628
3.423562303082141,-2.473990253117792,1.0315759260939092
-7.442812518990795,-1.4628874074026257,-8.822792291326229
8.741524116041969,5.912128494074649,14.577726715759109
2.5470629492893515,3.1519123986129003,5.680628406965453
5.842044712654534,4.89656180552673,10.831798353936058
3.4062135447971578,7.136320606087427,10.504511539840344
-6.1033137404135225,-7.057253326269725,-13.137910774190857
1.2368505267589018,0.32024505845550166,1.5126667184583034
8.554298689161676,-5.8651217664783495,2.6376855267299315
9.030968307462206,2.111670949226223,11.231240452756388
-0.6839581028578134,-7.8521521600253035,-8.567498185026297
0.46804470456928726,-2.546442282157635,-2.0268939259624448
-1.6536598807865914,0.6650787966422769,-1.0684802184550388
1.422659130396669,7.889680446979444,9.262720358019767
-1.823272249082157,9.33208611931861,7.553484505653322
5.323030426753235,-9.274236718903069,-3.929988444240355
-8.145505050138425,-4.083253645903639,-12.21598942311175
8.762423477048934,1.944316007204364,10.759891732641737
-9.395906849409219,-2.552388731542676,-11.953841866677823
0.988718708007303,0.5885781855549368,1.5635513011797744
8.32793271988659,0.16320593850565857,8.433109074706746
2.1259323275129205,1.2050150337936287,3.373320900229154
-7.17154393555184,-6.291440407805597,-13.458070835522252
8.4669557483011,3.0214405143844267,11.54512260411297
6.386074138510402,8.001737486774843,14.444596731648778
5.079837768856908,8.008385511912092,13.133922871976445
-0.03817118984125223,9.240244712985675,9.20063188086012
