x1,x2,y
9.567098835153132,1.650923411410627,94.18760891855135
9.601965811400738,-3.2521126871189754,102.82494340295108
-0.04635713279685305,1.4209480304313171,1.948415342551956
1.5492883981453165,-8.383276474859835,72.68009793304866
-7.625690719644691,-3.9265457767556438,73.66237676498099
4.33990177191254,-0.8676775086327417,19.535030834313364
-0.06842111193492784,2.0201872073118246,4.064729837525436
4.375264078653791,-9.995337899377969,119.0642179008137
-2.817663513187629,5.992472252162884,43.833231743151835
8.258188732909815,-8.787078499796582,145.3280065226789
0.22383898242600253,7.194321574955168,51.76079631951416
-3.774781505937657,7.664352937778286,72.94677659092153
6.068560012120816,-2.4188192341490815,42.57883991339745
6.765741324264546,0.8506717066629754,46.425089842426516
-1.9894057621172756,-6.214547022962444,42.4928515385732
6.697053795757178,2.4845665764647844,51.00262023007722
-8.331274893336802,-8.249508045399295,137.37925586792824
8.343836542558389,-2.0376122003014423,73.83099559982497
-3.7432804757161087,3.2415536449240534,24.448748038381737
2.7428531949460755,9.756379120698139,102.77749290223186
-6.647114643822906,-5.3361626570923,72.68817407578733
-9.87150433179888,5.226875808513675,124.76441317966022
4.122008706084353,-6.404171394755407,58.06158699338233
1.3281516663252688,-9.23923557425017,87.0663239865147
-0.056393661205490275,-8.087803291962503,65.4167650079389
7.416023303163875,7.345929821160379,109.02454968396617
-7.213289470725098,7.3709836245914,106.33214724573075
-1.2370609293159784,8.151171973729959,67.87750562478854
1.2578369763743797,-9.539483334879286,92.52511183959093
6.97639325769876,5.5452649523813395,79.43751801142234
-9.358472303713175,2.7297304971574388,95.12397537712121
-3.208552200564281,-9.053417096552161,92.21880183694212
5.085842102200427,9.182095754442106,110.18951425610958
5.455907110082443,-0.7713413092006256,30.281037896220045
7.061969435463226,-0.6517430074758863,50.26538480938415
-5.970403772601007,8.53904344724339,108.64478344078097
7.727323997406241,-5.4048495441593,88.87164575109755
-4.552582345763949,6.934336124186821,68.89549138253487
0.17239247769968102,-2.034662545410697,4.176236542034006
5.919012288645405,1.782368395996274,38.186831063152326
2.187211023533731,-0.5781875959316274,5.113625181908199
-8.969531797476915,2.0888495595000993,84.81849117920157
